단지번호,단지명,풍력기번호(임시),준공일,분류,주소,엑스좌표(GRS80_C_x),와이좌표(GRS80_C_y),위도(lat),경도(lon)
25,영흥1,6,2011-07-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,518429.3182,150005.3721,37.26371817,126.4363862
25,영흥1,7,2011-07-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,518506.0866,149797.8208,37.26439869,126.4340413
25,영흥1,8,2011-07-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,518226.7152,149908.7451,37.26188753,126.4353105
25,영흥1,9,2011-07-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,518281.9391,149462.1542,37.26236098,126.4302725
26,대명 양산,2,2011-01-01,육상,경상남도 양산시 어곡동 2091-3,315772.7915,381116.277,35.42228936,128.9941727
26,대명 양산,1,2011-01-01,육상,경상남도 양산시 어곡동 2091-3,315719.4769,380856.0928,35.42185638,128.9912977
27,경인항,1,2011-12-01,육상,인천광역시 서구 경서동 인천터미널 친수구역(섬마을) 내,550714.2897,165504.6978,37.55530831,126.6096065
27,경인항,2,2011-12-01,육상,인천광역시 서구 경서동 인천터미널 친수구역(섬마을) 내,550714.2868,165269.6764,37.55529946,126.6069468
28,경포,1,2011-12-01,육상,경상북도 포항시 남구 장기면 두원리 산20번지,364446.5318,427410.1596,35.85106953,129.5172109
29,매봉산,1,2012-05-01,육상,강원도 태백시 창죽동 9-183 등 24필지(매봉산 일원),514459.2904,374545.7134,37.21296295,128.9663237
29,매봉산,2,2012-05-01,육상,강원도 태백시 창죽동 9-183 등 24필지(매봉산 일원),514510.178,374490.5847,37.21343151,128.9657149
29,매봉산,3,2012-05-01,육상,강원도 태백시 창죽동 9-183 등 24필지(매봉산 일원),514579.9282,374428.0508,37.21407131,128.9650271
29,매봉산,4,2012-05-01,육상,강원도 태백시 창죽동 9-183 등 24필지(매봉산 일원),514639.9264,374377.7347,37.21462101,128.9644746
29,매봉산,5,2012-05-01,육상,강원도 태백시 창죽동 9-183 등 24필지(매봉산 일원),514720.0624,374332.9993,37.215351,128.9639896
29,매봉산,6,2012-05-01,육상,강원도 태백시 창죽동 9-183 등 24필지(매봉산 일원),514744.4073,374253.4064,37.2155851,128.9630991
29,매봉산,7,2012-05-01,육상,강원도 태백시 창죽동 9-183 등 24필지(매봉산 일원),514789.7004,374170.368,37.21600847,128.9621747
30,창죽,1,2012-12-01,육상,"강원도 태백시 창죽동 9-352, 9-365 매봉산 일원",516361.4805,374133.1617,37.23016959,128.9621225
30,창죽,2,2012-12-01,육상,"강원도 태백시 창죽동 9-352, 9-365 매봉산 일원",516068.735,374206.4132,37.22751969,128.9628791
30,창죽,3,2012-12-01,육상,"강원도 태백시 창죽동 9-352, 9-365 매봉산 일원",515881.329,374243.4052,37.22582515,128.9632519
30,창죽,4,2012-12-01,육상,"강원도 태백시 창죽동 9-352, 9-365 매봉산 일원",515756.3724,374488.2864,37.22465414,128.9659804
30,창죽,5,2012-12-01,육상,"강원도 태백시 창죽동 9-352, 9-365 매봉산 일원",515765.4334,374680.2868,37.22469981,128.9681446
30,창죽,6,2012-12-01,육상,"강원도 태백시 창죽동 9-352, 9-365 매봉산 일원",514448.4945,374698.0932,37.21283723,128.9680369
30,창죽,7,2012-12-01,육상,"강원도 태백시 창죽동 9-352, 9-365 매봉산 일원",514690.3774,375344.6361,37.2148942,128.9753733
30,창죽,8,2012-12-01,육상,"강원도 태백시 창죽동 9-352, 9-365 매봉산 일원",514783.8509,375504.8243,37.21570583,128.9771989
31,대불풍력,1,2012-01-01,육상,,241519.7858,146592.3205,34.76806819,126.4166
32,월정1(해상),1,2012-02-01,해상,제주특별자치도 제주시 구좌읍 월정서로 169 (월정리 1400-45) 1400-48번지(임야),109057.6436,180441.2163,33.57513272,126.7893332
33,가시리,1,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88250.68824,175829.7742,33.38744316,126.7402245
33,가시리,2,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88371.03668,175587.4499,33.38852275,126.7376168
33,가시리,3,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88482.0227,175326.305,33.38951745,126.734807
33,가시리,4,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88634.12911,175123.3725,33.39088418,126.7326217
33,가시리,5,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88847.88564,175214.2679,33.39281353,126.7335928
33,가시리,6,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88807.47267,175557.0602,33.39245702,126.7372783
33,가시리,7,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88675.80112,175834.604,33.39127613,126.740265
33,가시리,8,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88532.03753,176055.3777,33.38998489,126.7426417
33,가시리,9,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88791.74127,176195.3929,33.39232952,126.7441397
33,가시리,10,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,88952.84555,175940.2839,33.39377637,126.7413934
33,가시리,11,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,89095.62818,175720.529,33.39505876,126.7390276
33,가시리,12,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,89255.82816,175470.4379,33.39649746,126.7363351
33,가시리,13,2012-04-01,육상,제주특별자치도 서귀포시 표선면 산68번지 일원,89073.21528,175334.9421,33.3948479,126.7348837
34,월정2(해상),1,2012-05-01,해상,제주특별자치도 제주시,109053.1857,180038.2005,33.57508507,126.7849924
35,태백,1,2012-06-01,육상,강원도 삼척시 하장면 숙암리 산 11-3 일원 강원도 태백시 하사미동 524-144 일원,528454.8081,377137.2545,37.33850326,128.9988331
35,태백,2,2012-06-01,육상,강원도 삼척시 하장면 숙암리 산 11-3 일원 강원도 태백시 하사미동 524-144 일원,528878.3185,377359.1974,37.34227455,129.0014374
35,태백,3,2012-06-01,육상,강원도 삼척시 하장면 숙암리 산 11-3 일원 강원도 태백시 하사미동 524-144 일원,528646.4408,377188.7303,37.34021906,128.9994594
35,태백,4,2012-06-01,육상,강원도 삼척시 하장면 숙암리 산 11-3 일원 강원도 태백시 하사미동 524-144 일원,529031.1321,377388.4368,37.34364503,129.0018037
35,태백,5,2012-06-01,육상,강원도 삼척시 하장면 숙암리 산 11-3 일원 강원도 태백시 하사미동 524-144 일원,529226.8396,377344.5452,37.34541571,129.0013555
35,태백,6,2012-06-01,육상,강원도 삼척시 하장면 숙암리 산 11-3 일원 강원도 태백시 하사미동 524-144 일원,529183.9772,377535.2333,37.34499332,129.003496
35,태백,7,2012-06-01,육상,강원도 삼척시 하장면 숙암리 산 11-3 일원 강원도 태백시 하사미동 524-144 일원,528705.6383,378045.3761,37.34058838,129.0091349
35,태백,8,2012-06-01,육상,강원도 삼척시 하장면 숙암리 산 11-3 일원 강원도 태백시 하사미동 524-144 일원,528954.0161,378076.6564,37.34281897,129.0095473
35,태백,9,2012-06-01,육상,강원도 삼척시 하장면 숙암리 산 11-3 일원 강원도 태백시 하사미동 524-144 일원,528711.7756,378070.2231,37.3406389,129.0094167
36,가파도,1,2012-09-01,육상,제주특별자치도 서귀포시,64088.75624,131817.6845,33.16771669,126.2690342
36,가파도,2,2012-09-01,육상,제주특별자치도 서귀포시,64000.2592,131806.6029,33.16691812,126.268922
37,경주,1,2012-01-01,육상,경상북도 경주시 양북면 장항리 산600,353243.0906,414495.7589,35.75309299,129.3713722
37,경주,2,2012-01-01,육상,경상북도 경주시 양북면 장항리 산600,352967.4571,414333.1887,35.75064633,129.3695027
37,경주,3,2012-01-01,육상,경상북도 경주시 양북면 장항리 산600,352805.6227,414252.3936,35.7492066,129.368567
37,경주,4,2012-01-01,육상,경상북도 경주시 양북면 장항리 산600,352708.5514,413960.0334,35.74839605,129.3653115
37,경주,5,2012-01-01,육상,경상북도 경주시 양북면 장항리 산600,352949.731,413611.7146,35.75064351,129.361528
37,경주,6,2012-01-01,육상,경상북도 경주시 양북면 장항리 산600,353196.6894,413497.5488,35.75289214,129.3603325
37,경주,7,2012-01-01,육상,경상북도 경주시 양북면 장항리 산600,353546.1926,413208.0899,35.75610218,129.3572277
38,영광,1,2012-12-01,육상,전라남도 영광군,298731.7041,139592.6396,35.2833399,126.3359862
39,영광지산,1,2012-12-01,육상,전라남도 영광군 백수읍 지산리 1510-1,298877.4578,142959.3059,35.28485103,126.3729813
40,신안(복합),1,2013-01-01,육상,"전라남도 신안군 지도읍 태천리 1524, 894-1",270272.9099,131313.9423,35.02631213,126.2473572
40,신안(복합),2,2013-01-01,육상,"전라남도 신안군 지도읍 태천리 1524, 894-1",270324.2913,131083.9392,35.02675957,126.2448328
40,신안(복합),3,2013-01-01,육상,"전라남도 신안군 지도읍 태천리 1524, 894-1",270632.6078,131400.7185,35.02955998,126.2482783
41,행원마을,1,2013-01-01,육상,제주특별자치도 제주시 구좌읍 행원리 349,105650.7942,182735.0095,33.54445646,126.8141052
42,영흥2,1,2013-09-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,517786.1846,149928.9629,37.25791944,126.4355681
42,영흥2,2,2013-09-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,517587.6284,149921.8792,37.25613007,126.4355016
42,영흥2,3,2013-09-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,517123.5334,149735.4976,37.25193854,126.433432
42,영흥2,4,2013-09-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,516869.8446,149632.9751,37.24964727,126.4322936
42,영흥2,5,2013-09-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,514837.8972,149910.842,37.23135436,126.435562
42,영흥2,6,2013-09-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,514855.3076,150363.2918,37.23153541,126.4406591
42,영흥2,7,2013-09-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,514854.2387,150623.8642,37.23153962,126.4435953
42,영흥2,8,2013-09-01,육상,인천광역시 옹진군 영흥면 영흥남로293번길 52 인천 옹진군 영흥면 외리 산168번지,514849.1876,150882.4187,37.23150776,126.4465091
43,대관령2,1,2013-01-01,육상,강원도 평창군 대관령면 경강로 5754,566469.7168,354999.9358,37.68481476,128.7571582
44,대명 영암,1,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,247864.3217,178020.3622,34.82641918,126.7597344
44,대명 영암,2,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,247606.3929,177824.489,34.82408996,126.7576001
44,대명 영암,3,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,247370.1274,177812.1995,34.82195999,126.757472
44,대명 영암,4,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,247166.0401,177658.256,34.82011698,126.7557948
44,대명 영암,5,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246583.4816,178334.9306,34.8148804,126.7632061
44,대명 영암,6,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246706.0329,178512.503,34.81598884,126.7651438
44,대명 영암,7,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246772.0974,178766.2087,34.81658967,126.7679151
44,대명 영암,8,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246961.2269,178972.4564,34.81829877,126.7701646
44,대명 영암,9,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,247146.8565,179203.7763,34.81997679,126.7726884
44,대명 영암,10,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246099.8734,178306.5697,34.81052053,126.7629086
44,대명 영암,11,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246158.9161,178609.4196,34.81105915,126.766217
44,대명 영암,12,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246168.2366,178876.2579,34.81114873,126.7691331
44,대명 영암,13,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246246.3965,179134.7234,34.8118586,126.7719559
44,대명 영암,14,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246382.841,179357.0238,34.81309304,126.7743822
44,대명 영암,15,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246358.0923,179620.5419,34.81287526,126.7772629
44,대명 영암,16,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246188.7262,179903.9453,34.81135422,126.7803644
44,대명 영암,17,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246420.0582,179869.3301,34.81343877,126.7799805
44,대명 영암,18,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,245777.5614,178493.0114,34.80761915,126.7649545
44,대명 영암,19,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,245526.6616,178147.9822,34.80535019,126.7611903
44,대명 영암,20,2013-12-01,육상,전라남도 영암군 금정면 활성산길 219,246370.8954,178206.1577,34.81296139,126.7618042
45,호남,1,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,298347.5484,139938.5817,35.27989839,126.3398168
45,호남,2,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,298316.2999,139700.9843,35.27960247,126.3372076
45,호남,3,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,298378.608,139420.4999,35.28014711,126.3341202
45,호남,4,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,297952.1798,139268.09,35.27629456,126.3324765
45,호남,5,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,297296.1431,140944.4185,35.27048206,126.3509477
45,호남,6,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,297685.1901,140835.4967,35.27398206,126.3497226
45,호남,7,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,297655.5229,140206.9239,35.27367734,126.3428166
45,호남,8,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,297644.4684,139837.3355,35.27355558,126.3387555
45,호남,9,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,297249.441,139412.9072,35.26996968,126.33412
45,호남,10,2014-04-01,육상,전라남도 영광군 백수읍 하사리 3186-12,297214.1064,139130.769,35.26963411,126.331022
46,월령,1,2010-01-01,육상,제주특별자치도 제주시 한림읍 월령리 320번지 2호 주변 공유수면,87880.472,126927.2516,33.38189269,126.2146911
47,김녕(실증단지),2,2014-05-01,육상,제주특별자치도 제주시 구좌읍 해맞이해안로 130,107642.1956,178239.0536,33.56232858,126.7656484
47,김녕(실증단지),1,2014-05-01,육상,제주특별자치도 제주시 구좌읍 해맞이해안로 130,107688.4328,178622.1779,33.5627532,126.7697733
48,윈드밀 양산,3,2014-08-01,육상,경상남도 양산시 어실로 910 - 47 윈드밀파워 양산에덴밸리 풍력발전소,316084.4335,379846.6989,35.42532655,128.9802703
48,윈드밀 양산,2,2014-08-01,육상,경상남도 양산시 어실로 910 - 47 윈드밀파워 양산에덴밸리 풍력발전소,315411.6283,380087.5444,35.41922255,128.9827722
48,윈드밀 양산,1,2014-08-01,육상,경상남도 양산시 어실로 910 - 47 윈드밀파워 양산에덴밸리 풍력발전소,315602.7199,380577.1728,35.42085525,128.9882025
49,가사도,1,2014-01-01,육상,전라남도 진도군,209086.0851,112938.7202,34.47342188,126.0523492
49,가사도,2,2014-01-01,육상,전라남도 진도군,209127.2864,112999.892,34.4737984,126.0530107
49,가사도,3,2014-01-01,육상,전라남도 진도군,209177.6095,113117.8713,34.47426193,126.0542897
49,가사도,4,2014-01-01,육상,전라남도 진도군,209164.883,113182.1093,34.47415263,126.0549901
50,새만금가력,2,2014-12-01,육상,전라북도 군산시 옥도면 새만금로 462 (옥도면 비안도리 496),348004.5346,157597.4523,35.72834945,126.5313196
50,새만금가력,1,2014-12-01,육상,전라북도 군산시 옥도면 새만금로 462 (옥도면 비안도리 496),348174.4478,157445.9843,35.72987425,126.5296365
51,SK가시리,1,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),87738.57286,175252.5892,33.38281273,126.7340351
51,SK가시리,2,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),87773.23984,174870.9064,33.38311643,126.7299322
51,SK가시리,3,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),87599.25451,175132.261,33.38155384,126.7327458
51,SK가시리,4,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),87610.75634,174742.0233,33.38164844,126.7285516
51,SK가시리,5,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),87385.99964,174963.3514,33.37962719,126.7309365
51,SK가시리,6,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),87365.16576,174607.7367,33.379431,126.7271154
51,SK가시리,7,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),87040.25044,174768.9863,33.37650532,126.7288574
51,SK가시리,8,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),87100.08147,174499.8256,33.37703842,126.7259632
51,SK가시리,9,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),86774.99044,174808.0843,33.37411462,126.7292849
51,SK가시리,10,2015-04-01,육상,제주특별자치도 서귀포시 표선면 녹산로 464-65 녹산로 421-58(구주소 산35-1번지),86707.11443,174502.3756,33.37349544,126.7260017
52,감포댐,1,2015-11-01,육상,경상북도 경주시 감포읍 동해안로 2694 오류리 산 14-82,362826.3549,426790.8196,35.836625,129.5099014
53,대관령3,1,2015-01-01,육상,강원도 평창군 대관령면 대관령마루길 506 횡계리 14-291,566602.3239,355047.1196,37.68600099,128.7577211
54,전남1(실증단지),1,2015-02-01,육상,전라남도 영광군 백수읍 백수로3길 132-1,299078.2459,140413.5862,35.28651241,126.3449846
55,월정마을,1,2015-04-01,육상,"제주특별자치도 제주시 구좌읍 월정서로 169 (월정리 1400-45), 1400-48번지(임야)",107711.9717,179317.0964,33.56297911,126.7772565
56,동복북촌,1,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104190.6984,174053.159,33.53111679,126.7206696
56,동복북촌,2,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104531.8192,174071.5328,33.53419275,126.7208575
56,동복북촌,3,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104782.667,173948.3181,33.53645136,126.7195237
56,동복북촌,4,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104551.0778,173787.2274,33.53435944,126.7177961
56,동복북촌,5,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104906.9412,173694.5732,33.53756559,126.7167882
56,동복북촌,6,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,105083.4621,173496.2008,33.53915218,126.7146472
56,동복북촌,7,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104648.5087,173524.1047,33.53523138,126.7149605
56,동복북촌,8,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104857.375,173341.0571,33.53710994,126.7129836
56,동복북촌,9,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104876.7042,173070.4086,33.53727742,126.7100692
56,동복북촌,10,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,103843.784,173735.1698,33.52798128,126.7172565
56,동복북촌,11,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104084.8938,173603.4591,33.53015186,126.7158315
56,동복북촌,12,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104158.2493,173333.7236,33.53080653,126.7129255
56,동복북촌,13,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,103833.78,173472.9116,33.52788461,126.7144336
56,동복북촌,14,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,103902.0329,173194.1806,33.52849302,126.711431
56,동복북촌,15,2015-05-01,육상,제주특별자치도 제주시 구좌읍 북촌12길 248,104002.0133,172934.5041,33.52938788,126.7086325
57,영광백수,20,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298438.2396,140657.8178,35.28075866,126.3477155
57,영광백수,19,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298331.6894,140463.75,35.27978682,126.3455901
57,영광백수,9,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297805.3147,141030.6807,35.27507623,126.3518592
57,영광백수,8,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297861.5379,141263.0183,35.27559662,126.3544086
57,영광백수,7,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297970.8919,141453.1622,35.27659334,126.3564906
57,영광백수,6,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298142.5813,141610.2998,35.27814993,126.3582055
57,영광백수,5,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298185.5534,141841.2913,35.27855067,126.3607413
57,영광백수,4,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298244.6499,142074.4477,35.27909682,126.3632997
57,영광백수,3,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298353.8052,142272.3208,35.28009205,126.3654669
57,영광백수,2,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298584.5058,142398.9176,35.28217861,126.3668422
57,영광백수,1,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298674.7373,142726.4823,35.28301064,126.3704363
57,영광백수,15,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297126.2125,141268.4059,35.26896955,126.3545204
57,영광백수,14,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297257.6351,141466.6549,35.27016565,126.3566898
57,영광백수,13,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297360.5356,141655.6818,35.27110411,126.3587598
57,영광백수,12,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297567.4871,141938.9187,35.27298579,126.361858
57,영광백수,18,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297620.1333,142167.7446,35.27347352,126.3643691
57,영광백수,11,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297806.4845,142439.3901,35.27516873,126.3673416
57,영광백수,17,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),297889.6552,142647.696,35.27593029,126.3696252
57,영광백수,10,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298102.0331,142782.1714,35.27785212,126.3710883
57,영광백수,16,2015-05-01,육상,전라남도 영광군 백수읍 백수로 479 (상사리 1453-1),298118.8774,143037.1934,35.27801847,126.3738901
58,제주김녕,1,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),102871.9398,176656.9355,33.51928702,126.7487346
58,제주김녕,2,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),103078.3109,176797.6011,33.52115071,126.7502434
58,제주김녕,3,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),103331.882,176886.5827,33.52343881,126.7511946
58,제주김녕,4,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),103448.8442,177148.0716,33.52449896,126.7540064
58,제주김녕,5,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),103582.0223,177366.2032,33.52570432,126.7563512
58,제주김녕,6,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),103714.2817,177587.8835,33.52690144,126.7587342
58,제주김녕,7,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),103726.9535,176696.0584,33.52699661,126.7491335
58,제주김녕,8,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),103941.44,176824.7021,33.5289332,126.7505128
58,제주김녕,9,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),104096.7515,177033.6567,33.53033799,126.7527582
58,제주김녕,10,2015-06-01,육상,제주특별자치도 제주시 구좌읍 김송로 280 (김녕리 70),104238.7523,177242.6473,33.53162272,126.7550044
60,GS영양,1,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,449700.1766,398294.6148,36.62512094,129.2167406
60,GS영양,2,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,449558.1031,398010.2601,36.62390071,129.2135273
60,GS영양,3,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,449409.4213,397745.0642,36.62261691,129.2105265
60,GS영양,4,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,449754.1274,397424.54,36.62578728,129.2070344
60,GS영양,5,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,449219.7753,397820.0929,36.62089365,129.2113158
60,GS영양,6,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,449000.0885,397894.7462,36.61889995,129.2120932
60,GS영양,7,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,448789.762,397890.1177,36.61700699,129.2119874
60,GS영양,8,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,448567.5942,397941.797,36.61499572,129.2125075
60,GS영양,9,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,448329.0195,398022.8497,36.61283061,129.2133514
60,GS영양,10,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,448113.7728,398070.3801,36.61088252,129.2138269
60,GS영양,11,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,447859.334,398014.6125,36.60860296,129.2131385
60,GS영양,12,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,447667.5206,397889.466,36.6069017,129.2116914
60,GS영양,13,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,447871.9016,398521.9069,36.60861071,129.2188077
60,GS영양,14,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,448257.2612,398566.939,36.61207137,129.2194102
60,GS영양,15,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,447651.5263,398515.4845,36.60662765,129.2186791
60,GS영양,16,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,447459.7526,398584.5497,36.60488643,129.219401
60,GS영양,17,2015-08-01,육상,경상북도 영양군 영양읍 무네미길 183-54 무창리 산 62,447057.7133,398748.0921,36.60123216,129.2211237
